0.08452955,0.71641738,0.22793014,2.50021159,1.92816093,3.40054011,1,2455330.093,21.07442433
0.12145942,0.4543052,0.68191935,2.70201927,5.10367645,4.80693525,2,2455330.093,25.78498816
0.06700115,0.86640512,0.92353587,1.28016489,1.92915255,1.99876343,3,2455330.093,25.48952488
0.07875475,0.63587557,1.34445308,5.88799606,1.65153504,3.09108216,4,2455330.093,27.79445183
1.36E-01,3.13E-03,8.34E-02,4.41E+00,3.06E+00,3.90E+00,5,2455330.093,18.77641828
0.07433371,0.7591258,0.13000425,0.2486583,0.59705793,5.87503387,6,2455330.093,22.96893916
0.11753283,0.16930181,2.33421616,4.11835373,2.16132542,2.22800074,7,2455330.093,26.58513584
0.07625242,0.86183743,2.42136403,0.85543461,4.03158085,0.87064872,8,2455330.093,22.70528834
0.0529035,0.17058807,0.51764039,0.8581611,0.98457849,1.41732983,9,2455330.093,20.06013174
0.09446842,0.81488153,0.49537932,0.52428237,4.54219705,3.70290405,10,2455330.093,19.69487941
0.10829366,0.47825183,1.39051216,6.23948656,2.20051436,2.16802245,11,2455330.093,27.69215363
0.12557848,0.38381949,2.81576687,5.59887131,5.91489894,2.82308896,12,2455330.093,18.87684808
0.08206074,0.96100927,0.97068163,5.81791355,3.01821973,1.18191809,13,2455330.093,25.4094695
0.13827265,0.18439782,1.07875512,5.3521197,2.09216389,0.61201664,14,2455330.093,23.0188974
0.11879998,0.26388576,0.70309916,1.18142771,3.92824201,0.42302016,15,2455330.093,22.04476094
0.17447976,0.00849314,1.518763,2.26812181,2.12759371,5.09930721,16,2455330.093,18.98695249
0.05742865,0.46599544,1.76305687,4.1919185,5.22993267,1.16337941,17,2455330.093,27.46590367
0.05850592,0.18854233,1.03210092,2.01581899,4.31820766,5.22297359,18,2455330.093,18.38171609
0.0799155,0.26058225,1.60345792,1.31327846,5.97605105,1.47553268,19,2455330.093,21.91691448
0.0604469,0.90784496,0.84384689,3.7663375,6.23391859,0.02340544,20,2455330.093,24.97688206
0.05260984,0.40629563,1.34243403,1.65498646,3.03549966,1.00823004,21,2455330.093,23.38443348
0.11385997,0.38920083,0.85053895,0.35410627,1.21009084,1.60727039,22,2455330.093,25.34486553
0.07633731,0.32831547,2.27747309,4.86302683,5.33143698,4.17854507,23,2455330.093,23.0456684
0.06182483,0.88611877,2.05812022,5.55846897,4.50458998,3.58206025,24,2455330.093,26.45128958
0.07270493,0.83194685,0.44977122,4.72978815,0.71871007,5.73192461,25,2455330.093,24.23900493
0.06592766,0.16947865,0.81997884,1.77237743,3.29059501,5.93774371,26,2455330.093,22.53035031
0.10638359,0.66044914,0.53239662,0.90987686,0.51264571,5.88143983,27,2455330.093,19.89573459
0.08642717,0.47144529,2.02346766,1.9665588,1.16889119,2.56187592,28,2455330.093,26.87852602
0.06061296,0.80862615,2.25121476,4.82372565,1.62930401,0.83160718,29,2455330.093,22.37034097
0.0612473,0.40694561,1.24495551,3.08041157,5.66778672,0.41640352,30,2455330.093,20.96388183
0.07990029,0.96359146,1.5455542,5.46314264,3.46279812,0.89187359,31,2455330.093,25.54361519
0.06818398,0.45183825,1.71567337,3.88061771,2.58874728,1.79691215,32,2455330.093,23.40024458
0.07551888,0.97917003,0.16731057,2.90661647,0.96505569,3.20309472,33,2455330.093,18.85546092
0.06435743,0.93484091,0.10082469,0.48532289,0.84548954,4.38155418,34,2455330.093,21.85358495
0.05464462,0.59704722,1.93530078,5.0068433,0.57622408,0.05495168,35,2455330.093,25.60760242
0.11388709,0.35311176,1.01419504,2.00196973,5.53086855,6.03018983,36,2455330.093,20.20129062
0.09855949,0.4063647,0.36676866,0.53722762,5.85095958,3.88161438,37,2455330.093,19.14228696
0.07030349,0.6215,1.08704251,4.01102344,4.68855265,3.46884701,38,2455330.093,20.6909546
0.07851527,0.76965921,1.57523057,3.57287661,4.6700461,0.32646212,39,2455330.093,26.99510758
0.11765047,0.29815263,1.19535647,2.97506798,1.26041235,3.35016647,40,2455330.093,27.9648621
0.09174522,0.23458623,2.27220166,0.58201887,5.77987513,2.35366388,41,2455330.093,18.41104176
0.11541759,0.30181421,1.273458,3.88907653,1.44768608,4.31297859,42,2455330.093,27.86375639
